,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,
VICR    ,0,0,0,0,0,39.7192,38.7427,37.1428,37.9907,38.2337,38.1943,38.0569,38.3434,38.3434,38.3434,38.3434,
VIDI    ,0,0,0,0,0,0,0,24.5,24.5,24.5332,24.7242,24.7981,24.7981,24.7981,24.7981,24.7981,
VIG     ,0,0,0,0,0,102.902,97.0466,99.5342,100.376,100.023,101.018,100.719,100.719,100.72,100.72,100.72,
VIGI    ,0,0,0,0,0,60.9001,60.8635,60.7926,58.1313,58.1842,58.7799,56.9974,57.0122,57.0122,57.0122,57.0122,
VIIX    ,0,0,0,0,0,16.1235,16.1725,16.1482,16.1482,16.1408,15.506,14.6506,14.5344,14.5344,14.5982,14.5982,
VIOG    ,0,0,0,0,0,0,0,0,0,149.08,149.451,56.6727,56.6727,56.6727,56.6727,56.6727,
VIOO    ,0,0,0,0,0,136.67,136.681,136.868,137.227,137.227,137.782,121.219,121.219,121.219,121.219,121.219,
VIOT    ,0,0,0,0,0,7.70312,7.7226,7.72829,7.74253,7.76944,7.77769,7.77993,7.75879,7.75879,7.75879,7.75879,
VIOV    ,0,0,0,0,0,125.41,125.41,125.41,97.6326,97.6326,97.6326,98.2014,98.2014,98.2014,98.2014,98.2014,
VIPS    ,0,0,0,0,7.41932,6.93329,6.94394,6.96945,6.8495,6.81307,6.73502,6.77262,6.77262,6.77262,6.77476,6.7761,
VIRC    ,0,0,0,0,0,0,4.27,4.27,4.27,4.23483,4.26,4.2618,4.2618,4.2618,4.2618,4.2618,
VIRT    ,0,0,0,0,0,25.0546,24.8467,24.8141,24.9339,25.032,24.97,24.6694,24.7906,24.7906,24.7906,24.7906,
VIS     ,0,0,0,0,0,131.51,131.695,131.981,103.907,103.907,114.491,107.206,107.206,107.206,107.206,107.206,
VISI    ,0,0,0,0,0,0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,
VIV     ,0,0,0,13.0087,13.056,12.3469,12.3621,12.2685,12.3035,12.1153,12.0783,12.1347,12.1347,12.1347,12.1347,12.1347,
VIVE    ,0,0,0,0,0,1.19085,1.18879,1.18923,1.17857,1.17635,1.17415,1.16925,1.16905,1.16905,1.16905,1.16905,
VIVO    ,0,0,0,0,0,15.755,14.2545,14.497,14.6667,14.8506,15.0661,14.5712,15.0704,15.0704,15.0704,15.0704,
VIXM    ,0,0,0,0,0,24.2536,24.2536,24.2536,24.235,24.235,24.235,24.219,24.219,24.219,24.219,24.219,
VIXY    ,0,0,0,0,0,29.3671,29.9,28.893,28.8503,28.9872,28.369,28.403,28.4101,28.4101,28.4105,28.4105,
VJET    ,0,0,0,0,0,0,0,2.08,2.08,2.08,2.08,2.0875,2.0875,2.0875,2.0875,2.0875,
VKI     ,0,0,0,0,0,10.46,6.40553,6.40553,7.54403,7.54403,7.54403,9.27429,9.27429,9.27429,9.27429,9.27429,
VKQ     ,0,0,0,0,0,0,11.79,11.7775,11.7775,11.767,11.7631,11.7717,11.7717,11.7717,11.7717,11.7717,
VKTX    ,0,0,0,0,0,7.92433,7.9146,7.87038,7.81262,7.81018,7.78109,7.68434,7.83841,7.83841,7.83841,7.83841,
VKTXW   ,0,0,0,0,0,0,0,0,6.54,6.54,6.636,6.636,6.636,6.636,6.636,6.636,
VLGEA   ,0,0,0,0,0,26.7292,26.7292,26.6959,26.6955,26.6863,26.6758,26.6979,26.7401,26.7401,26.7401,26.7401,
VLO     ,0,0,0,0,0,75.126,77.5338,78.6012,79.0253,79.272,79.5586,79.8577,79.858,79.858,79.858,79.858,
VLRS    ,0,0,0,0,0,7.52975,6.84625,6.91912,6.97929,7.07272,6.93979,6.89135,6.89135,6.89135,6.89135,6.89135,
VLRX    ,0,0,0,0,0,0.399658,0.397883,0.398372,0.398402,0.3985,0.398495,0.39828,0.398274,0.398274,0.398274,0.398492,
VLT     ,0,0,0,0,0,0,0,13.81,13.7644,13.7644,13.7644,13.7644,13.7644,13.7644,13.7644,13.7644,
VLU     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VLUE    ,0,0,0,0,0,0,78.1121,77.914,73.2753,73.3101,72.094,71.7038,71.7038,71.7038,71.7038,71.7038,
VLY     ,0,0,0,0,0,9.2245,9.41321,9.23546,9.34463,9.32171,9.43705,9.28939,9.55605,9.55605,9.55605,9.55605,
VLYPO   ,0,0,0,0,0,23.72,23.72,23.72,23.7906,23.8131,23.8151,23.8074,23.8067,23.8067,23.8067,23.8067,
VLYPP   ,0,0,0,0,0,25.08,25.0688,25.1054,25.113,25.1162,25.1378,25.1371,25.1367,25.1367,25.1367,25.1367,
VMBS    ,0,0,0,0,0,51.6696,51.6683,51.668,51.2585,51.301,51.3677,51.4132,51.4568,51.4568,51.4568,51.4568,
VMC     ,0,0,0,0,0,102.363,100.362,100.064,100.543,100.115,99.4348,99.3623,99.3623,99.3623,99.3623,99.3623,
VMI     ,0,0,0,0,0,125.223,121.998,112.725,105.338,107.814,110.18,110.017,110.017,110.017,110.017,110.017,
VMM     ,0,0,0,0,0,0,0,0,0,12.1683,12.1683,12.1683,12.1683,12.1683,12.1683,12.1683,
VMO     ,0,0,0,0,0,0,11.7,11.6965,11.6951,11.6966,11.7037,11.7048,11.7048,11.7048,11.7048,11.7048,
VMOT    ,0,0,0,0,0,25.15,25.15,25.15,25.15,25.15,25.15,25.1414,25.1414,25.1414,25.1414,25.1414,
VMW     ,0,0,0,0,0,141.142,143.056,143.44,143.736,143.451,143.902,143.812,143.813,143.813,143.813,143.813,
VNCE    ,0,0,0,0,0,12,12,12,11.5967,11.6017,11.6809,11.6809,11.6809,11.6809,11.6809,11.6809,
VNDA    ,0,0,0,0,0,27.6396,28.0785,28.2873,28.2906,28.307,28.0327,26.9527,27.3053,27.3053,27.3053,27.3053,
VNE     ,0,0,0,0,0,29.3218,29.1169,28.9393,28.9961,28.9362,28.8911,28.8408,28.8408,28.8408,28.8408,28.8408,
VNET    ,0,0,0,0,0,8.7275,8.50304,8.4146,8.37553,8.34375,8.30295,8.17647,8.21178,8.21178,8.21178,8.21178,
VNLA    ,0,0,0,0,0,0,49.3418,49.3412,49.3409,49.3409,49.3409,49.3409,49.3409,49.3409,49.3409,49.3409,
VNM     ,0,0,0,0,0,15.8062,15.5963,15.5523,15.5984,15.6097,15.3451,15.4158,15.4166,15.4166,15.4166,15.4166,
VNO     ,0,0,0,0,0,66.1861,66.557,67.3817,67.5603,67.8257,66.4962,66.7481,66.7481,66.7481,66.7481,66.7481,
VNO-K   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VNO-L   ,0,0,0,0,0,23.425,23.4386,23.4444,23.4573,23.4573,23.4573,23.4696,23.4696,23.4696,23.4696,23.4696,
VNO-M   ,0,0,0,0,0,0,0,0,22.73,22.73,22.73,22.73,22.73,22.73,22.73,22.73,
VNOM    ,0,0,0,0,0,29.9061,29.682,29.475,29.5149,29.4072,29.1993,29.3463,29.5266,29.5266,29.5266,29.5266,
VNQ     ,0,0,0,0,0,73.8071,72.5532,71.3347,71.5229,71.1881,71.1716,71.47,71.4726,71.4726,71.4726,71.4726,
VNQI    ,0,0,0,0,0,56.0724,56.0737,55.9624,55.6013,55.5259,55.2105,55.4244,55.4374,55.4374,55.4374,55.4374,
VNRX    ,0,0,0,0,0,0,0,0,0,2.23902,2.28693,2.02801,2.03462,2.03462,2.03462,2.03462,
VNTR    ,0,0,0,0,0,4.59134,4.53069,4.48552,4.50259,4.4864,4.54538,4.51429,4.51662,4.51662,4.51662,4.51662,
VO      ,0,0,0,0,0,150.113,149.99,150.158,150.298,150.324,137.221,136.227,136.227,136.227,136.227,136.227,
VOC     ,0,0,0,0,0,0,4.81,4.81,4.81,4.786,4.786,4.77718,4.77718,4.77718,4.77718,4.77718,
VOD     ,8.58427,8.70442,7.66081,7.66081,8.90279,14.8659,14.5926,14.6546,14.774,14.7385,14.9659,14.9474,15.1676,15.1676,15.1676,15.1676,
VOE     ,0,0,0,0,0,103.004,98.2236,86.0403,90.8909,93.1194,90.4277,85.9879,85.9879,85.9879,85.9879,85.9879,
VONE    ,0,0,0,0,0,121.707,115.635,110.183,107.71,108.551,108.355,109.45,109.456,109.456,109.456,109.456,
VONG    ,0,0,0,0,0,143.083,138.238,137.335,133.172,134.945,123.924,126.619,126.719,126.719,126.719,126.719,
VONV    ,0,0,0,0,0,103.418,103.33,98.3748,99.5971,98.9206,95.7157,94.7448,95.5503,95.5503,95.5503,95.5503,
VOO     ,0,0,242.82,242.82,242.82,232.799,235.077,221.603,220.621,221.289,224.226,227.778,227.925,227.925,227.926,227.926,
VOOG    ,0,0,0,0,0,141.849,123.028,127.056,128.529,127.299,110.834,118.047,118.047,118.047,118.047,118.047,
VOOV    ,0,0,0,0,0,104.251,104.237,104.263,104.263,93.2261,85.9464,87.8586,87.8586,87.8586,87.8586,87.8586,
VOT     ,0,0,0,0,0,130.227,130.428,130.663,130.696,119.895,119.257,117.64,117.64,117.64,117.64,117.64,
VOX     ,0,0,0,0,0,78.0459,75.4586,73.5566,73.9787,74.5157,74.5849,75.2223,75.2239,75.2239,75.2239,75.2239,
VOXX    ,0,0,0,0,0,5.20561,5.2306,5.23213,5.23384,5.23765,5.24157,5.25606,5.25905,5.25905,5.25905,5.25905,
VOYA    ,0,0,0,0,0,43.7528,44.1193,44.638,44.6588,44.1383,44.3993,44.6319,44.6319,44.6319,44.6319,44.6319,
VPG     ,0,0,0,0,0,32.1416,32.0708,32.0958,32.0958,32.1014,32.1425,32.3644,32.3644,32.3644,32.3644,32.3644,
VPL     ,0,0,0,0,0,64.3431,64.3671,64.3978,64.0729,64.1089,64.223,63.5445,63.5445,63.5445,63.5445,63.5445,
VPU     ,0,0,0,0,0,118.917,119.154,119.286,119.324,110.454,113.176,110.736,110.736,110.736,110.736,110.736,
VPV     ,0,0,0,0,0,0,12.0367,12.042,12.044,12.044,12.044,12.0649,12.0649,12.0649,12.0649,12.0649,
VQT     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VRA     ,0,0,0,0,0,8.46778,8.66304,8.54934,8.6387,8.70269,8.77133,8.62008,8.69906,8.69906,8.69906,8.69906,
VRAY    ,0,0,0,0,0,6.50992,6.42113,6.54305,6.53893,6.53926,6.5635,6.46172,6.57731,6.57731,6.57731,6.57731,
VRCA    ,0,0,0,0,0,11.8722,11.8937,11.9194,11.9331,11.9331,11.9641,11.9484,11.9619,11.9619,11.9619,11.9619,
VREX    ,0,0,0,0,0,26.8116,27.5371,27.5911,27.6061,27.5185,27.3729,26.9991,27.3358,27.3358,27.3358,27.3358,
VRIG    ,0,0,0,0,0,24.7875,24.788,24.7885,24.7889,24.7889,24.7889,24.7889,24.7865,24.7865,24.7865,24.7865,
VRML    ,0,0,0,0,0,0.682242,0.682242,0.682242,0.685598,0.685761,0.685761,0.685761,0.68557,0.68557,0.68557,0.68557,
VRNA    ,0,0,0,0,0,6,6,6,5.976,5.92385,5.9058,5.9058,5.9059,5.9059,5.9059,5.9059,
VRNS    ,0,0,0,0,0,55.4926,55.4725,55.4554,54.3694,54.5723,54.6255,53.3468,54.1712,54.177,54.177,54.177,
VRNT    ,0,0,0,0,0,43.2001,44.0249,43.9903,43.425,43.5951,43.825,42.3989,44.6556,44.6556,44.6556,44.6556,
VRP     ,0,0,0,0,0,23.94,23.94,23.4747,23.4747,23.5062,23.5407,23.6235,23.6235,23.6235,23.6235,23.6235,
VRRM    ,0,0,0,0,0,9.3457,9.7132,9.59476,9.60253,9.53855,9.37576,9.40621,9.55256,9.55256,9.55256,9.55256,
VRS     ,0,0,0,0,0,24.5545,23.3293,23.0581,23.3362,23.5775,23.8927,23.9507,23.9507,23.9507,23.9507,23.9507,
VRSK    ,0,0,0,0,0,112.78,111.902,110.869,111.083,111.386,110.547,110.908,112.731,112.731,112.731,112.731,
VRSN    ,0,0,0,0,165.26,163.273,159.001,158.666,159.281,158.878,158.931,159.124,161.394,161.394,161.395,161.395,
VRTS    ,0,0,0,0,0,86.6574,86.8291,86.8157,86.0547,85.3845,85.2563,85.2325,85.5723,85.5723,85.5723,85.5723,
VRTSP   ,0,0,0,0,0,81.155,80.9108,80.9108,80.7106,79.4665,79.5528,79.5528,79.5528,79.5528,79.5528,79.5528,
VRTU    ,0,0,0,0,0,47.9152,45.2704,44.1651,45.351,45.6974,44.7281,45.7506,47.0875,47.0875,47.0875,47.0875,
VRTV    ,0,0,0,0,0,32.8487,32.8766,33.0684,33.0933,33.0937,33.2367,33.3728,33.3728,33.3728,33.3728,33.3728,
VRTX    ,0,0,0,0,0,176.733,172.69,172.498,173.011,173.441,173.61,173.958,176.58,176.58,176.582,176.582,
VSAT    ,0,0,0,0,0,60.4687,60.6894,60.6742,60.6842,60.4622,60.4585,59.8389,60.0896,60.0896,60.0896,60.0896,
VSDA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VSEC    ,0,0,0,0,0,31.6641,32.2149,32.3345,32.2768,32.0934,32.1401,32.1784,32.2432,32.2432,32.2432,32.2432,
VSGX    ,0,0,0,0,0,0,0,0,47.735,47.735,47.735,47.8501,47.8501,47.8501,47.8501,47.8501,
VSH     ,0,0,0,0,0,18.5061,18.7915,18.6524,18.5491,18.6438,18.7356,18.3712,18.3712,18.3712,18.3712,18.3712,
VSI     ,0,0,0,0,0,4.62732,4.3683,4.34523,4.35414,4.37304,4.40854,4.4116,4.4116,4.4116,4.4116,4.4116,
VSL     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VSLR    ,0,0,0,0,0,4.01577,3.99103,3.99934,4.01219,4.00926,4.00816,4.01196,4.01196,4.01196,4.01196,4.01196,
VSM     ,0,0,0,0,0,36.7856,36.1969,36.4903,36.3241,36.2718,35.3162,34.8961,34.8961,34.8961,34.8961,34.8961,
VSMV    ,0,0,0,0,0,28.0555,28.0555,28.0555,28.0555,28.054,28.054,28.054,28.054,28.054,28.054,28.054,
VSS     ,0,0,0,0,0,100.596,100.559,87.6143,89.5898,90.6625,92.3984,94.1653,94.1653,94.1653,94.1653,94.1653,
VST     ,0,0,0,0,0,22.088,22.3019,22.6768,22.9677,23.1345,23.3089,23.2742,23.2742,23.2742,23.2742,23.2742,
VST+A   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VSTM    ,0,0,0,0,0,2.97615,2.91361,2.90699,2.90711,2.90643,2.91621,3.0219,3.07807,3.07808,3.07808,3.07808,
VSTO    ,0,0,0,0,0,10.2323,10.248,10.0815,10.0339,10.1018,10.015,10.0322,10.0322,10.0322,10.0322,10.0322,
VT      ,0,0,0,0,0,66.963,60.7655,62.7189,63.8951,64.0216,61.5162,61.0816,61.0816,61.0816,61.0816,61.0816,
VTA     ,0,0,0,0,0,10.68,10.6891,10.7045,10.7053,10.3781,10.1757,10.2184,10.2184,10.2184,10.2184,10.2184,
VTC     ,0,0,0,0,0,81.25,81.3307,81.332,81.332,81.332,81.3298,81.3298,81.3298,81.3298,81.3298,81.3298,
VTEB    ,0,0,0,0,0,51.1798,51.173,51.1731,51.1727,51.165,47.5958,47.5883,47.5883,47.5883,47.5883,47.5883,
VTGN    ,0,0,0,0,0,1.53297,1.53399,1.53419,1.53501,1.53442,1.53388,1.5269,1.5266,1.5266,1.5266,1.52637,
VTHR    ,0,0,0,0,0,121.382,121.378,121.388,121.388,121.388,121.639,121.691,121.695,121.695,121.695,121.695,
VTI     ,0,0,0,0,0,115.131,117.416,116.015,118.524,119.598,123.403,123.447,123.447,123.447,123.495,123.498,
VTIP    ,0,0,0,0,0,48.04,48.0442,48.0439,48.0443,48.0443,47.5947,47.5432,47.6883,47.6883,47.6883,47.6883,
VTIQ    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VTIQU   ,0,0,0,0,0,0,0,0,0,0,10.3,10.3,10.3,10.3,10.3,10.3,
VTIQW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VTL     ,0,0,0,0,0,0.199465,0.195627,0.195456,0.195984,0.195994,0.196352,0.196905,0.197303,0.197303,0.197303,0.197303,
VTN     ,0,0,0,0,0,0,12.63,12.63,12.63,12.6229,12.6229,12.6374,12.6374,12.6374,12.6374,12.6374,
VTNR    ,0,0,0,0,0,1.3423,1.35932,1.35804,1.35771,1.35604,1.35604,1.35258,1.35016,1.35016,1.35016,1.35016,
VTR     ,0,0,0,0,63.56,59.433,62.1115,62.7923,62.8221,62.6223,62.6838,62.6696,62.6696,62.6696,62.6696,62.6696,
VTSI    ,0,0,0,0,0,4.01368,4.00487,4.00478,4.00321,4.00321,4.00155,3.98491,3.98578,3.98578,3.98578,3.98578,
VTV     ,0,0,0,0,0,92.1621,95.8553,96.5587,97.0711,96.6229,96.0465,90.3156,90.3156,90.3156,90.3156,90.3156,
VTVT    ,0,0,0,0,0,2.6871,2.68622,2.69426,2.69778,2.71662,2.71751,2.74745,2.77164,2.77238,2.77284,2.77458,
VTWG    ,0,0,0,0,0,133.646,133.485,133.503,133.54,133.54,123.293,124.339,125.582,125.582,125.582,125.582,
VTWO    ,0,0,0,0,0,105.204,111.698,110.336,109.77,109.997,111.935,111.782,111.798,111.798,111.798,111.798,
VTWV    ,0,0,0,0,0,102.346,102.051,102.051,102.051,102.051,102.614,102.614,102.617,102.617,102.617,102.617,
VUG     ,0,0,0,0,0,83.6187,112.723,112.154,120.556,125.316,126.212,128.085,128.154,128.154,128.154,128.154,
VUSE    ,0,0,0,0,0,0,30.51,30.51,21.9439,21.9439,23.5274,23.5274,23.5274,23.5274,23.5274,23.5274,
VUZI    ,0,0,0,0,0,4.12795,3.95198,3.97487,3.99926,4.00054,4.00237,3.98736,3.99432,3.99432,3.99432,3.99432,
VV      ,0,0,0,0,0,104.347,114.149,107.622,104.684,102.706,104.602,105.03,105.189,105.189,105.189,105.189,
VVC     ,0,0,0,0,0,66.9513,68.0359,68.8278,69.0691,71.3106,70.286,70.584,70.584,70.584,70.584,70.584,
VVI     ,0,0,0,0,0,51.5343,51.3449,51.3123,51.4058,51.4058,51.8106,51.0858,51.0858,51.0858,51.0858,51.0858,
VVPR    ,0,0,0,0,0,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,
VVR     ,0,0,0,0,0,4.06613,4.06711,4.07161,4.07254,4.0294,4.04092,4.04963,4.04963,4.04963,4.04963,4.04963,
VVUS    ,0,0,0,0,0,4.68699,4.72981,4.71796,4.714,4.71263,4.71057,4.71197,4.71242,4.71242,4.71242,4.71242,
VVV     ,0,0,0,0,0,20.1147,21.0854,21.386,21.462,21.5045,21.3997,21.5735,21.5735,21.5735,21.5735,21.5735,
VWO     ,0,0,0,0,0,38.4193,37.4498,37.2037,36.5192,36.9224,35.7679,35.4099,35.4099,35.4099,35.4099,35.4099,
VWOB    ,0,0,0,0,0,71.6524,72.3809,73.5576,72.9715,72.5976,72.7683,72.9571,73.01,73.01,73.01,73.01,
VXF     ,0,0,0,0,0,108.971,107.222,107.519,93.7401,94.476,99.6539,97.6554,97.6554,97.6554,97.6554,97.6554,
VXRT    ,0,0,0,0,0,1.99058,1.99058,1.985,1.98174,1.98174,1.98174,1.98174,1.98186,1.98186,1.98186,1.98186,
VXUS    ,0,0,0,0,0,47.0964,45.4247,45.4275,45.9319,45.8849,46.1213,45.8196,45.8489,45.8489,45.8489,45.8489,
VXXB    ,38.4397,38.4371,38.4371,37.7571,38.0915,36.4348,36.4003,35.9104,35.8795,35.8716,35.0119,34.5493,34.5737,34.5737,34.5755,34.5756,
VXZB    ,0,0,0,0,0,20.2208,20.2204,20.2062,20.2062,20.2062,20.2015,20.1861,20.125,20.125,20.125,20.125,
VYGR    ,0,0,0,11.2734,11.2734,10.4224,10.3695,10.2765,10.2981,10.3081,10.2935,10.197,10.3025,10.3025,10.3025,10.3025,
VYM     ,0,0,0,0,0,81.4887,81.4362,80.8291,79.7591,79.8841,76.1165,74.968,74.968,74.968,74.968,74.968,
VYMI    ,0,0,0,0,0,59.67,51.935,53.6236,54.0635,54.3811,55.1906,55.7685,55.9699,55.9699,55.9699,55.9699,
VZ      ,0,0,0,53.1337,53.1422,48.7421,49.0102,49.5131,49.6213,49.4058,49.0997,49.1714,49.1714,49.1715,49.1715,49.1715,
VZA     ,0,0,0,0,0,25.86,25.8983,25.8995,25.9005,25.9009,25.9009,25.9009,25.9009,25.9009,25.9009,25.9009,
W       ,0,0,0,0,0,104.391,104.844,103.27,103.918,103.96,103.91,104.169,104.169,104.169,104.169,104.169,
WAAS    ,0,0,0,0,0,0,21.159,21.0172,21.009,21,20.9968,20.307,20.307,20.307,20.307,20.307,
WAB     ,0,0,0,0,0,68.5388,67.6358,67.9029,68.1077,68.1236,68.0764,67.5535,67.5535,67.5535,67.5535,67.5535,
WABC    ,0,0,0,0,0,62.3917,59.7613,60.8669,61.1209,61.1399,60.245,56.5146,59.4944,59.4944,59.4944,59.4944,
WAFD    ,0,0,0,0,0,28.5281,27.8524,27.9147,28.0704,28.0416,27.7129,27.7349,28.1034,28.1034,28.1034,28.1034,
WAGE    ,0,0,0,0,0,30.6788,30.5909,30.6615,30.6862,30.7101,30.7831,30.534,30.534,30.534,30.534,30.534,
WAIR    ,0,0,0,0,0,7.4696,7.95787,7.93745,7.95772,7.91449,7.92317,7.94851,7.94851,7.94851,7.94851,7.94851,
WAL     ,0,0,0,0,0,38.2251,42.2588,42.876,43.4061,43.182,43.4839,43.6889,43.6889,43.6889,43.6889,43.6889,
WALA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WANT    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WASH    ,0,0,0,0,0,51.3104,51.3314,51.5972,51.2077,51.2254,51.39,49.4745,50.0267,50.0267,50.0267,50.0267,
WAT     ,0,0,0,0,0,225.728,225.12,225.038,223.823,224.206,222.094,217.152,217.152,217.152,217.152,217.152,
WATT    ,0,0,0,0,0,7.50615,7.12017,7.02495,7.04513,7.034,7.0784,7.08936,7.1297,7.1297,7.1297,7.1297,
WB      ,0,0,0,0,58.4998,57.3912,57.2634,56.7063,56.8123,56.9776,57.2554,57.0994,57.3266,57.3278,57.3284,57.3289,
WBA     ,0,0,0,0,0,69.4195,69.3547,68.8389,68.7617,68.4208,68.4928,68.3627,69.0376,69.038,69.0385,69.039,
WBAI    ,0,0,0,0,0,14.49,14.33,14.0242,14.0139,13.7915,13.7915,13.7449,13.7449,13.7449,13.7449,13.7449,
WBAL    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBC     ,0,0,0,0,0,105.595,97.5526,99.9383,99.3667,100.224,99.6544,102.303,102.303,102.303,102.303,102.303,
WBIA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBIB    ,0,0,0,0,0,0,0,0,21.24,21.24,21.24,21.24,21.24,21.24,21.24,21.24,
WBIC    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBID    ,0,0,0,0,0,0,0,0,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,
WBIE    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBIF    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBIG    ,0,0,0,0,0,0,0,0,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,
WBIH    ,0,0,0,0,0,0,0,0,0,21.9841,21.9841,21.9841,21.9841,21.9841,21.9841,21.9841,
WBII    ,0,0,0,0,0,0,0,0,24.2,24.2,24.21,24.21,24.21,24.21,24.21,24.21,
WBIL    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBIR    ,0,0,0,0,0,0,0,0,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,
WBIY    ,0,0,0,0,0,0,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,
WBK     ,0,0,0,0,0,11.0527,13.7443,15.4152,16.2291,17.1587,17.7508,17.8445,17.8445,17.8445,17.8445,17.8445,
WBND    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBS     ,0,0,0,0,0,51.5666,53.5958,54.6888,55.0348,55.0045,55.2865,54.4638,54.4638,54.4638,54.4638,54.4638,
WBS-F   ,0,0,0,0,0,0,0,0,22.69,22.69,22.6757,22.6757,22.6757,22.6757,22.6757,22.6757,
WBT     ,0,0,0,0,0,13.3706,12.2044,12.7038,12.9556,13.07,13.2919,13.3663,13.3663,13.3663,13.3663,13.3663,
WCC     ,0,0,0,0,0,53.4166,52.9644,53.2067,53.3352,53.2565,53.4277,53.5175,53.5175,53.5175,53.5175,53.5175,
WCFB    ,0,0,0,0,0,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,
WCG     ,0,0,0,0,0,269.762,254.966,258.278,258.77,260.517,262.3,263.191,263.191,263.191,263.191,263.191,
WCHN    ,0,0,0,0,0,0,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,
WCN     ,0,0,0,0,0,80.9967,80.9731,81.0133,80.8519,80.961,80.8938,81.113,81.113,81.1131,81.1131,81.1131,
WD      ,0,0,0,0,0,48.508,39.405,43.7398,45.6278,45.838,43.0726,45.2878,45.2878,45.2878,45.2878,45.2878,
WDAY    ,0,0,0,167,167,166.27,165.243,164.631,165.126,164.279,163.604,164.178,165.532,165.532,165.532,165.532,
WDC     ,0,0,0,0,43.2295,42.1991,41.2749,40.9632,40.9788,40.9889,40.9459,40.9026,41.2474,41.2475,41.2476,41.2477,
WDFC    ,0,0,0,0,0,176.16,175.532,176.036,176.212,171.8,169.533,169.945,171.485,171.485,171.485,171.485,
WDIV    ,0,0,0,0,0,0,65.3475,65.3475,65.3475,65.3475,65.3475,65.3475,65.3475,65.3475,65.3475,65.3475,
WDR     ,0,0,0,0,0,16.3546,16.4048,16.3801,16.3519,16.3628,16.3031,16.3524,16.3524,16.3524,16.3524,16.3524,
WDRW    ,0,0,0,0,0,30.87,30.87,30.87,30.6217,30.6217,30.6217,30.6223,30.6223,30.6223,30.6223,30.6223,
WEA     ,0,0,0,0,0,0,12.7469,12.7469,12.7065,12.7061,12.7049,12.7068,12.7068,12.7068,12.7068,12.7068,
WEAT    ,0,0,0,0,0,0,0,0,6.01,6.01,6.02702,6.02702,6.02702,6.02702,6.02702,6.02702,
WEBK    ,0,0,0,0,0,28.61,28.61,28.61,29.105,29.105,29.105,29.38,29.38,29.38,29.38,29.38,
WEC     ,0,0,0,0,0,69.5626,69.4705,69.6317,69.7449,69.745,69.6679,69.2208,69.2208,69.2208,69.2208,69.2208,
WEI     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WELL    ,0,0,0,0,0,69.4205,73.466,73.5597,74.2883,74.3082,74.4951,73.9343,73.9343,73.9343,73.9343,73.9343,
WELL-I  ,0,0,0,0,0,0,67.5977,67.5991,67.6007,67.6194,67.6578,67.6672,67.6672,67.6672,67.6672,67.6672,
WEN     ,0,0,0,0,0,15.9847,15.5716,15.7335,15.8302,15.9205,15.8246,15.8161,16.0589,16.0589,16.0589,16.0589,
WERN    ,0,0,0,0,0,32.3347,30.8173,31.1602,31.2742,31.4988,31.2668,31.0415,31.5757,31.5757,31.5757,31.5757,
WES     ,0,0,0,0,0,47.3758,48.8677,49.3094,49.2384,49.2685,49.4637,48.9638,48.9638,48.9638,48.9638,48.9638,
WETF    ,0,0,0,0,0,6.29818,6.10346,6.03223,6.01294,6.02854,6.11818,5.76901,6.09052,6.09052,6.09052,6.09052,
WEX     ,0,0,0,0,0,153.733,148.986,151.619,153.408,153.251,153.35,155.085,155.085,155.085,155.085,155.085,
